Node,In Degree,Out Degree,Page Rank 0.8,Page Rank 0.95,Betweeness Centrality,Part of SCC,Diameter when Removed
6,0.09857670005271482,0.06062203479177649,0.0006293749379789273,0.0005788027188181023,0.0014427065608811605,1
5,0.03373748023194518,0.004744333157617291,0.0005538651261834092,0.0005268739637209568,0.001762721063015332,0
3,0.1164997364259357,0.09119662625197682,0.0006261785651889432,0.0006020484709439548,0.039154511120156416,0
38,0.12229836584080127,0.09752240379546653,0.000634189034485695,0.0006016612083074052,0.007988407189677684,0
2,0.15498154981549817,0.16499736425935688,0.00048583751787124944,0.0005264111407022163,0.00023021025870294872,0
61,0.2625197680548234,0.24143384290985767,0.0007579911175183665,0.0008516579392696145,0.005063513564611234,0
7,0.1006852925672114,0.06009488666315235,0.0006040317830333287,0.0005395618544325678,0.0007859956538082561,0
25,0.1006852925672114,0.06483921982076964,0.0006142674597623427,0.0005496549631753419,0.0012797799768232765,0
79,0.33737480231945177,0.33948339483394835,0.0011433008090692167,0.0013273847500486675,0.0005735794247635062,0
74,0.16868740115972589,0.2113863995782815,0.0006014927772170777,0.0005933062610481845,0.002029909539601725,0
86,0.16868740115972589,0.17185028993147075,0.0005231303060221843,0.0005757292009290957,8.201935545576071e-05,0
87,0.30680021085925147,0.30785450711649975,0.0009785770420752174,0.0011477488733453245,0.0032209973998474166,0
8,0.09435951502372167,0.08750658935160781,0.0005278487067733491,0.00046824615042029716,0.0006433653848292552,0
27,0.04691618344754876,0.06642066420664207,0.00034862462469072137,0.00020897683628206477,4.67093278527722e-05,0
91,0.4591460200316289,0.4259356879283079,0.001674712390145976,0.001930809634028892,0.007200326298018858,0
9,0.2778070637849236,0.3120716921454929,0.0008612840948034133,0.0009885787683244192,0.00042941998136075395,0
21,0.150764364786505,0.18871903004744334,0.00045876440901577477,0.00048050209272354195,2.3076632212976744e-05,0
88,0.06642066420664207,0.06747496046389036,0.0004884630017276751,0.0004304216993853089,2.502285420684225e-06,0
